X,Y,objectid,meterid,csment_dbo_parkingmeters_area,subarea,zone,config_name,latitude,longitude,shape
-118.490266224577,34.006060836815,37,BAY0028,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006056,-118.490254,
-118.490225225116,34.0060868368562,38,BAY0030,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006082,-118.490213,
-118.490222224637,34.0060898367328,39,BAY0032,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006085,-118.49021,
-118.490178224274,34.0061228367504,40,BAY0034,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006118,-118.490166,
-118.490174224193,34.006124837276,41,BAY0036,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.00612,-118.490162,
-118.490134224717,34.0061528373391,42,BAY0038,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006148,-118.490122,
-118.49013022507,34.0061558367632,43,BAY0040,BEACH,00 BAY ST,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.006151,-118.490118,
-118.514876230514,34.0267258378892,44,OCE0200,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026721,-118.514864,
-118.514818230081,34.0266918376154,45,OCE0202,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026687,-118.514806,
-118.514742230509,34.0266488382769,46,OCE0204,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026644,-118.51473,
-118.514696230717,34.0266208378994,47,OCE0206,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026616,-118.514684,
-118.514553230213,34.0265398375615,48,OCE0208,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026535,-118.514541,
-118.514470230718,34.0264938378192,49,OCE0210,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026489,-118.514458,
-118.51441623011,34.0264668378801,50,OCE0212,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026462,-118.514404,
-118.514334230577,34.0264258382213,51,OCE0214,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026421,-118.514322,
-118.514279230652,34.0263988379712,52,OCE0216,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026394,-118.514267,
-118.514188230457,34.0263538376661,53,OCE0218,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026349,-118.514176,
-118.514143230466,34.0263318379655,54,OCE0220,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026327,-118.514131,
-118.514063230001,34.0262908377242,55,OCE0222,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026286,-118.514051,
-118.514017229946,34.0262678379222,56,OCE0224,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026263,-118.514005,
-118.513927230163,34.0262238374756,57,OCE0226,BEACH,200 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.026219,-118.513915,
-118.513174230515,34.0258298375198,58,OCE0300,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025825,-118.513162,
-118.51311022963,34.0257928381816,59,OCE0302,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025788,-118.513098,
-118.513051230453,34.0257578378998,60,OCE0304,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025753,-118.513039,
-118.512986230281,34.0257208382355,61,OCE0306,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025716,-118.512974,
-118.512936229681,34.0256928379663,62,OCE0308,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025688,-118.512924,
-118.512862229693,34.025649837974,63,OCE0310,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025645,-118.51285,
-118.512814230134,34.0256218381691,64,OCE0312,BEACH,300 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025617,-118.512802,
-118.512385229673,34.025374838009,65,OCE0400,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02537,-118.512373,
-118.512039230369,34.0253548377231,66,OCE0401,BEACH,401 OCEAN AV,Beach Zone,$2.50/hr  30 min 9a-6p DAILY,34.02535,-118.512027,
-118.512321230191,34.0253388380558,67,OCE0402,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025334,-118.512309,
-118.511993230038,34.0253268381298,68,OCE0403,BEACH,401 OCEAN AV,Beach Zone,$2.50/hr  30 min 9a-6p DAILY,34.025322,-118.511981,
-118.512261230156,34.0253008377151,69,OCE0404,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025296,-118.512249,
-118.511918229626,34.0252858378108,70,OCE0405,BEACH,401 OCEAN AV,Beach Zone,$2.50/hr  2 hr 9a-6p DAILY,34.025281,-118.511906,
-118.512184230155,34.0252588381264,71,OCE0406,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025254,-118.512172,
-118.511868230031,34.0252568381944,72,OCE0407,BEACH,401 OCEAN AV,Beach Zone,$2.50/hr  2 hr 9a-6p DAILY,34.025252,-118.511856,
-118.512122229624,34.0252228377017,73,OCE0408,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025218,-118.51211,
-118.512055229717,34.0251848381047,74,OCE0410,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02518,-118.512043,
-118.51199822943,34.0251518374608,75,OCE0412,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025147,-118.511986,
-118.511937230237,34.0251168379098,76,OCE0414,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025112,-118.511925,
-118.511872230034,34.0250768382352,77,OCE0416,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025072,-118.51186,
-118.511800230172,34.0250388380611,78,OCE0418,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025034,-118.511788,
-118.511744229795,34.0250078380793,79,OCE0420,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.025003,-118.511732,
-118.511676230145,34.0249688381988,80,OCE0422,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024964,-118.511664,
-118.511600229494,34.0249228374884,81,OCE0424,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024918,-118.511588,
-118.511532229214,34.0248858380424,82,OCE0426,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024881,-118.51152,
-118.511469230246,34.0248488381046,83,OCE0428,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024844,-118.511457,
-118.511409229793,34.0248138376639,84,OCE0430,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024809,-118.511397,
-118.511349229784,34.0247778382881,85,OCE0432,BEACH,400 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024773,-118.511337,
-118.510955230063,34.0245538381253,86,OCE0500,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024549,-118.510943,
-118.510882229322,34.0245108381106,87,OCE0502,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024506,-118.51087,
-118.510748229669,34.0244348375153,88,OCE0506,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02443,-118.510736,
-118.51068022908,34.024397837595,89,OCE0508,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024393,-118.510668,
-118.510626229685,34.024368838162,90,OCE0510,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024364,-118.510614,
-118.510575229142,34.0243408375472,91,OCE0512,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024336,-118.510563,
-118.510528229109,34.0243108375116,92,OCE0514,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024306,-118.510516,
-118.5104782295,34.0242818382273,93,OCE0516,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024277,-118.510466,
-118.510422229835,34.0242488380242,94,OCE0518,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024244,-118.51041,
-118.510365229468,34.0242138379079,95,OCE0520,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024209,-118.510353,
-118.510306229598,34.0241808377138,96,OCE0522,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024176,-118.510294,
-118.510213229763,34.0241278381374,97,OCE0524,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024123,-118.510201,
-118.510105229355,34.0240648380111,98,OCE0526,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02406,-118.510093,
-118.510024229192,34.0240188376096,99,OCE0528,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.024014,-118.510012,
-118.509963229491,34.023983837974,100,OCE0530,BEACH,500 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023979,-118.509951,
-118.509422229165,34.0236668380771,101,OCE0600,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023662,-118.50941,
-118.509368228958,34.0236288380404,102,OCE0602,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023624,-118.509356,
-118.509316229553,34.0235938379693,103,OCE0604,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023589,-118.509304,
-118.509262229441,34.0235558378853,104,OCE0606,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023551,-118.50925,
-118.509194229196,34.0235108377914,105,OCE0608,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023506,-118.509182,
-118.509152228879,34.0234788381634,106,OCE0610,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023474,-118.50914,
-118.509083229386,34.0234338377144,107,OCE0612,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023429,-118.509071,
-118.509039229586,34.023403837976,108,OCE0614,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023399,-118.509027,
-118.508985229722,34.0233658377685,109,OCE0616,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023361,-118.508973,
-118.508924229514,34.0233238380778,110,OCE0618,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023319,-118.508912,
-118.508856229474,34.0232688379405,111,OCE0620,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023264,-118.508844,
-118.50881622872,34.0232328377604,112,OCE0622,BEACH,600 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.023228,-118.508804,
-118.508412229061,34.022887837412,113,OCE0700,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.022883,-118.5084,
-118.5083682295,34.0228508378942,114,OCE0702,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.022846,-118.508356,
-118.508302228694,34.022793837534,115,OCE0704,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.022789,-118.50829,
-118.508252229355,34.0227528378723,116,OCE0706,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.022748,-118.50824,
-118.507196229136,34.021849837661,117,OCE0708,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021845,-118.507184,
-118.507145229181,34.0218068376341,118,OCE0710,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021802,-118.507133,
-118.507105228346,34.021771837603,119,OCE0712,BEACH,700 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021767,-118.507093,
-118.507011229212,34.021583838171,120,OCE0800,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021579,-118.506999,
-118.506793228159,34.0217158380078,121,OCE0801,BEACH,801 OCEAN AV,Beach Zone,$2.50/hr  15 min 9a-6p DAILY,34.021711,-118.506781,
-118.507008228802,34.0215818376396,122,OCE0802,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021577,-118.506996,
-118.506963228394,34.0215438375089,123,OCE0804,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021539,-118.506951,
-118.506960229075,34.0215418378734,124,OCE0806,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021537,-118.506948,
-118.506918228266,34.0215028379456,125,OCE0808,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021498,-118.506906,
-118.506915228302,34.0214998376052,126,OCE0810,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021495,-118.506903,
-118.506866228443,34.0214618380055,127,OCE0812,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021457,-118.506854,
-118.506864228469,34.0214598377778,128,OCE0814,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021455,-118.506852,
-118.506820228857,34.0214188375838,129,OCE0816,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021414,-118.506808,
-118.506817228905,34.0214158381425,130,OCE0818,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021411,-118.506805,
-118.50677222823,34.0213788377476,131,OCE0820,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021374,-118.50676,
-118.506770228703,34.0213758377116,132,OCE0822,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021371,-118.506758,
-118.506724229175,34.0213378380812,133,OCE0824,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021333,-118.506712,
-118.506722228125,34.0213358378557,134,OCE0826,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021331,-118.50671,
-118.506675229096,34.0212958373834,135,OCE0828,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021291,-118.506663,
-118.506672229153,34.0212928379385,136,OCE0830,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021288,-118.50666,
-118.506627228608,34.0212558374899,137,OCE0832,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021251,-118.506615,
-118.506624228669,34.0212528380439,138,OCE0834,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021248,-118.506612,
-118.506580228394,34.0212138373764,139,OCE0836,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021209,-118.506568,
-118.506576229115,34.0212108376151,140,OCE0838,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021206,-118.506564,
-118.506531228465,34.0211718375219,141,OCE0840,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021167,-118.506519,
-118.506529228952,34.0211688374819,142,OCE0842,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021164,-118.506517,
-118.50648322901,34.0211298379579,143,OCE0844,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021125,-118.506471,
-118.506480229075,34.0211268376068,144,OCE0846,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021122,-118.506468,
-118.506436228303,34.0210868379864,145,OCE0848,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021082,-118.506424,
-118.506433228371,34.0210838376342,146,OCE0850,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021079,-118.506421,
-118.506386228032,34.0210498376889,147,OCE0852,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021045,-118.506374,
-118.506382228767,34.0210468379213,148,OCE0854,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021042,-118.50637,
-118.506334229011,34.021005838105,149,OCE0856,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.021001,-118.506322,
-118.506331228638,34.021003837557,150,OCE0858,BEACH,800 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020999,-118.506319,
-118.505858228108,34.0205958374879,151,OCE0900,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020591,-118.505846,
-118.505856228814,34.0205948379472,152,OCE0902,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02059,-118.505844,
-118.505809228455,34.0205548380501,153,OCE0904,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02055,-118.505797,
-118.505807228528,34.0205528378049,154,OCE0906,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020548,-118.505795,
-118.505765228023,34.020517837602,155,OCE0908,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020513,-118.505753,
-118.505763228098,34.0205158373562,156,OCE0910,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020511,-118.505751,
-118.505713228576,34.0204738377566,157,OCE0912,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020469,-118.505701,
-118.505711228654,34.0204718375099,158,OCE0914,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020467,-118.505699,
-118.50566422861,34.0204338380669,159,OCE0916,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020429,-118.505652,
-118.505662228689,34.0204318378194,160,OCE0918,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020427,-118.50565,
-118.505616228298,34.0203908374608,161,OCE0920,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020386,-118.505604,
-118.505614227929,34.0203898379207,162,OCE0922,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020385,-118.505602,
-118.505568228841,34.0203508380498,163,OCE0924,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020346,-118.505556,
-118.505566227842,34.0203488378052,164,OCE0926,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020344,-118.505554,
-118.505519228385,34.0203098375979,165,OCE0928,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020305,-118.505507,
-118.505517228471,34.020307837348,166,OCE0930,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020303,-118.505505,
-118.505473227965,34.0202668375763,167,OCE0932,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020262,-118.505461,
-118.505471228683,34.0202658380293,168,OCE0934,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020261,-118.505459,
-118.505425228019,34.0202258374051,169,OCE0936,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020221,-118.505413,
-118.505423228738,34.0202248378572,170,OCE0938,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02022,-118.505411,
-118.505374227973,34.0201848380549,171,OCE0940,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.02018,-118.505362,
-118.505373228478,34.0201828381221,172,OCE0942,BEACH,900 OCEAN AV,Beach Zone,$2.50/hr  5 hr 9a-6p DAILY,34.020178,-118.505361,
